Symbol,Name,ISIN,exchange
COMPUDYNE,Compudyne Winfosystems Ltd-$,INE531B01014,BSE
MELSTAR,Melstar Information Technologies Ltd,INE817A01019,BSE
EONOUR,eonour Technologies Ltd,INE352B01023,BSE
GVPIL,GE Power India Ltd,INE878A01011,BSE
SHREERAMA,Shree Rama Multi-Tech Ltd,INE879A01019,BSE
TUTIS,Tutis Technologies Ltd-$,INE953A01012,BSE
GEOMETRIC,Geometric Ltd,INE797A01021,BSE
MAHLIFE,Mahindra Lifespace Developers Ltd,INE813A01018,BSE
PENTAGLO,Pentagon Global Solutions Ltd,INE968A01010,BSE
GROARC,Groarc Industries India Ltd,INE042B01012,BSE
SKUMAR,S Kumars.Com Ltd,INE827A01018,BSE
BOBEL97,BOB ELSS'97,-,BSE
GEMINI,Gemini Communication Ltd,INE878C01033,BSE
TVSFIN,TVS Finance & Services Ltd,INE765A01010,BSE
VAARAD,Vaarad Ventures Ltd,INE418B01048,BSE
ZYDUSLIFE,Zydus Lifesciences Ltd,INE010B01027,BSE
ELDERPHARM,Elder Pharmaceuticals Ltd,INE975A01015,BSE
SHIVACEM,Shiva Cement Ltd,INE555C01029,BSE
CINEVISTA,Cinevista Ltd,INE039B01026,BSE
VITALCOMM,Vital Communications Ltd,INE377B01012,BSE
INTENTECH,Intense Technologies Ltd-$,INE781A01025,BSE
ALLSOFT,Allsoft Corporation Ltd,INE347B01015,BSE
RANEBRAKE,Rane Brake Linings Ltd,INE413A01017,BSE
DANLAW,Danlaw Technologies India Ltd-$,INE310B01013,BSE
BIOPAC,Biopac India Corporation Ltd-$,INE998A01017,BSE
AJANTPHARM,Ajanta Pharma Ltd,INE031B01049,BSE
CURAA,Cura Technologies Ltd,INE117B01020,BSE
HBPOR,HB Portfolio Ltd,INE638B01025,BSE
HBESD,HB Estate Developers Ltd,INE640B01021,BSE
AMBICAAGAR,Ambica Agarbathies & Aroma Industries Ltd,INE792B01012,BSE
BARONINF,Baron Infotech Ltd,INE228B01017,BSE
IGATE,iGate Global Solutions Ltd,INE177B01016,BSE
VALUEMART,Valuemart Info Technologies Ltd,INE996A01029,BSE
COMPUSOFT,Compucom Software Ltd-$,INE453B01029,BSE
OMNIAX,Omni AXs Software Ltd,INE369B01019,BSE
IZMO,IZMO Ltd-$,INE848A01014,BSE
COMMEXTECH,Commex Technology Ltd,INE354B01029,BSE
TVSMOTOR,TVS Motor Company Ltd,INE494B01023,BSE
SOFTSOL,Softsol India Ltd,INE002B01016,BSE
ACLGATI,Allcargo Gati Ltd,INE152B01027,BSE
BLUESTINFO,Blue Star Infotech Ltd,INE504B01011,BSE
HELIOSMATH,Helios and Matheson Information Technology Ltd-$,INE674B01012,BSE
SUBEXLTD,Subex Ltd,INE754A01055,BSE
TCI,Transport Corporation of India Ltd,INE688A01022,BSE
PADMALAYAT,Padmalaya Telefilms Ltd,INE243B01016,BSE
AKSHOPTFBR,Aksh Optifibre Ltd,INE523B01011,BSE
KIRLMU,Kirloskar Multimedia Ltd,INE175B01010,BSE
SIBARMED,Sibar Media & Entertainment Ltd,INE388B01019,BSE
VIRGOGLOB,Virgo Global Ltd,INE400B01020,BSE
PICTUREHS,Picturehouse Media Ltd,INE448B01029,BSE
TRIVENI,Triveni Engineering & Industries Ltd,INE256C01024,BSE
MUKTAARTS,Mukta Arts Ltd,INE374B01019,BSE
TELEDATAGL,Teledata Informatics Ltd,INE480B01022,BSE
HITKITGLO,Hit Kit Global Solutions Ltd,INE309B01023,BSE
VINCARDS,Vintage Cards & Creations Ltd,INE810A01022,BSE
SHAPRDM,Shapre Global Info Services Ltd,INE129B01017,BSE
NAGPI,Nagpur Power & Industries Ltd,INE099E01016,BSE
CTIL,CTIL Ltd,INE394B01017,BSE
CYBERSC,Cyberscape Multimedia Ltd,INE519B01019,BSE
DSSL,Dynacons Systems & Solutions Ltd,INE417B01040,BSE
PNBGILTS,PNB Gilts Ltd,INE859A01011,BSE
KANIKAIN,Kanika Infotech Ltd,INE173B01023,BSE
BCG,Brightcom Group Ltd,INE425B01027,BSE
RAMCOIND,Ramco Industries Ltd,INE614A01028,BSE
RAMCOSYS,Ramco Systems Ltd,INE246B01019,BSE
TTML,Tata Teleservices (Maharashtra) Ltd,INE517B01013,BSE
VIRINCHI,Virinchi Ltd,INE539B01017,BSE
WEPSOLN,WEP Solutions Ltd,INE434B01029,BSE
STLTECH,Sterlite Technologies Ltd,INE089C01029,BSE
TIPSMUSIC,Tips Music Ltd,INE716B01029,BSE
UMIYA-MRO,Umiya Buildcon Ltd,INE398B01018,BSE
BATHINAT,Bathina Technologies India Ltd,INE453C01019,BSE
UNIVARTS,Universal Arts Ltd,INE464B01018,BSE
FIRSTFIN,First Fintec Ltd,INE683B01047,BSE
BABA,Baba Arts Ltd-$,INE893A01036,BSE
INDUSNET,Indus Networks Ltd,INE006B01017,BSE
BALAJITELE,Balaji Telefilms Ltd,INE794B01026,BSE
VISIONLTD,Vision Organics Ltd,INE514B01010,BSE
TYCHE,Tyche Industries Ltd,INE443B01012,BSE
AZTECSOFT,Aztecsoft Ltd,INE651B01010,BSE
CALSOFT,California Software Company Ltd,INE526B01014,BSE
PNC,Pritish Nandy Communications Ltd,INE392B01011,BSE
IOB,Indian Overseas Bank,INE565A01014,BSE
VALECHAENG,Valecha Engineering Ltd-$,INE624C01015,BSE
TAJGVK,Taj Gvk Hotels & Resorts Ltd,INE586B01026,BSE
OPTOCIRCUI,Opto Circuits (India) Ltd,INE808B01016,BSE
CREATIVEYE,Creative Eye Ltd,INE230B01021,BSE
GESBBPH,GESBBPH,-,BSE
GEBBDM,GEBBDM,-,BSE
AXISCADES,Axiscades Technologies Ltd,INE555B01013,BSE
VANTEL,Vantel Technologies Ltd,INE078B01016,BSE
KONNDOR,Konndor Industries Ltd,INE971A01014,BSE
UMESLTD,Usha Martin Education & Solutions Ltd,INE240C01028,BSE
RELMEDIA,Reliance MediaWorks Ltd,INE540B01015,BSE
BSOFT,Birlasoft Ltd,INE836A01035,BSE
VIJAYABANK,Vijaya Bank,INE705A01016,BSE
USGTECH,USG Tech Solutions Ltd,INE718B01017,BSE
4THGEN,Fourth Generation Information Systems Ltd,INE739B01039,BSE
7TEC,Saven Technologies Ltd,INE856B01023,BSE
CCSIN,CCS Infotech Ltd,INE661B01019,BSE
AVANTEL,Avantel Ltd,INE005B01027,BSE
MOSCHIP,Moschip Technologies Ltd,INE935B01025,BSE
MEGASOFT,Megasoft Ltd,INE933B01012,BSE
SYGENTA,Syngenta India Ltd,INE402C01016,BSE
TRANSCOR,Transcorp International Ltd,INE330E01023,BSE
VISESHINFO,Visesh Infotecnics Ltd,INE861A01058,BSE
RYMBBPH,RYMBBPH,-,BSE
CEREBRAINT,Cerebra Integrated Technologies Ltd,INE345B01019,BSE
IKFTECH,IKF Technologies Ltd,INE052C01027,BSE
SELBBPH,SELBBPH,-,BSE
NEXTMEDIA,Next Mediaworks Ltd,INE747B01016,BSE
ESTAR,e.Star Infotech Ltd,INE546B01020,BSE
ANDHRABANK,Andhra Bank,INE434A01013,BSE
SMARTLINK,Smartlink Holdings Ltd,INE178C01020,BSE
FENBBPH,FENBBPH,-,BSE
IQINF,IQ Infotech Ltd,INE679B01011,BSE
SEQSOFT,Sequelsoft India Ltd,INE793C01018,BSE
JATBBPH,JATBBPH,-,BSE
GODREJCP,Godrej Consumer Products Ltd,INE102D01028,BSE
GENUSPRIME,Genus Prime Infra Ltd,INE256D01014,BSE
SEMBBPH,SEMBBPH,-,BSE
RELBBPH,RELBBPH,-,BSE
WINBBPH,WINBBPH,-,BSE
STEBBPH,STEBBPH,-,BSE
BFUTILITIE,BF Utilities Ltd-$,INE243D01012,BSE
BDMBBPH,BDMBBPH,-,BSE
UNITDSPR,United Spirits Ltd,INE854D01024,BSE
BRTPHBB,BRTPHBB,-,BSE
BHMBBPH,BHMBBPH,-,BSE
SANINFRA,Sanmit Infra Ltd,INE799C01031,BSE
KEIBBPH,KEIBBPH,-,BSE
OCIBBPH,OCIBBPH,-,BSE
JOFBBPH,JOFBBPH,-,BSE
OLECTRA,Olectra Greentech Ltd,INE260D01016,BSE
MPSLTD,MPS Ltd,INE943D01017,BSE
RAINBOWDQ,Rainbow Denim Ltd,INE820D01025,BSE
MWTEXX,MW Unitexx Ltd,INE578D01011,BSE
CERA,Cera Sanitaryware Ltd,INE739E01017,BSE
TSPIRITUAL,T Spiritual World Ltd,INE541C01037,BSE
EXDBBPH,EXDBBPH,-,BSE
GOCBBPH,GOCBBPH,-,BSE
DUPHARPH,Solvay Pharma India Ltd,INE593D01010,BSE
HERBBPH,HERBBPH,-,BSE
GGDBBPH,GGDBBPH,-,BSE
BLCBBPH,BLCBBPH,-,BSE
HNDBBPH,HNDBBPH,-,BSE
SAPETRO,South Asian Petrochem Ltd,INE801C01019,BSE
BLSBBPH,BLSBBPH,-,BSE
BHARTIARTL,Bharti Airtel Ltd,INE397D01024,BSE
SHALIWIR,Shalimar Wires Industries Ltd,INE655D01025,BSE
COMPINFO,Compuage Infocom Ltd,INE070C01037,BSE
GULPOLY,Gulshan Polyols Ltd,INE255D01024,BSE
IVPPHBB,IVPPHBB,-,BSE
FAZE3AUTO,Faze Three Autofab Ltd-$,INE207D01017,BSE
PONNIERODE,Ponni Sugars (Erode) Ltd,INE838E01017,BSE
PNB,Punjab National Bank,INE160A01022,BSE
DEEBBPH,DEEBBPH,-,BSE
RSLTEXTIL,RSL Textiles India Ltd,INE259F01013,BSE
RAMCOSUP,Ramco Super Leathers Ltd,INE108F01012,BSE
TAFNCCPEQ,TAFNCCPEQ,IN9265A01035,BSE
OFSS,Oracle Financial Services Software Ltd,INE881D01027,BSE
HAZOOR,Hazoor Multi Projects Ltd-$,INE550F01049,BSE
KAMAHOLD,Kama Holdings Ltd-$,INE411F01010,BSE
MPPLQ,Mather & Platt Pumps Ltd,INE096E01012,BSE
MPFSL,Mather and Platt Fire Systems Ltd,INE095E01022,BSE
SIRPURBBPH,SIRPURBBPH,-,BSE
GLOFAME,Glofame Cotspin Industries Ltd,INE261D01014,BSE
SRFPOBBPH,SRFPOBBPH,-,BSE
SOLITARBBPH,SOLITARBBPH,-,BSE
APTECHT,Aptech Ltd,INE266F01018,BSE
VENPHBB,VENPHBB,-,BSE
UNIONBANK,Union Bank of India,INE692A01016,BSE
UBL,United Breweries Ltd-$,INE686F01025,BSE
ISMTLTD,ISMT Ltd,INE732F01019,BSE
ALBK,Allahabad Bank,INE428A01015,BSE
NOIDATOLL,Noida Toll Bridge Company Ltd,INE781B01015,BSE
GRANULES,Granules India Ltd-$,INE101D01020,BSE
CANBK,Canara Bank,INE476A01022,BSE
SUNBBPH,SUNBBPH,-,BSE
BLIL,Balmer Lawrie Investments Ltd,INE525F01025,BSE
POKARNA,Pokarna Ltd,INE637C01025,BSE
ECEINDBBPH,ECEINDBBPH,INE588B01014,BSE
DIVISLAB,Divis Laboratories Ltd,INE361B01024,BSE
ARVINPRO,Arvind Products Ltd,INE764A01013,BSE
RANENGIN,Rane Engine Valves Ltd,INE385A01017,BSE
ECEIND,ECE Industries Ltd-$,INE588B01014,BSE
INDOGULFFE,Indo Gulf Fertilisers Ltd,INE911F01019,BSE
ASTRAMICRO,Astra Microwave Products Ltd,INE386C01029,BSE
MICROTECH,Micro Technologies (India) Ltd-$,INE358B01012,BSE
FINLNCBBPH,FINLNCBBPH,-,BSE
RADICO,Radico Khaitan Ltd,INE944F01028,BSE
SHRIRAMCIT,Shriram City Union Finance Ltd,INE722A01011,BSE
MARUTI,Maruti Suzuki India Ltd,INE585B01010,BSE
INDORAMTX,Indo Rama Textiles Ltd,INE059G01015,BSE
MAZDABBPH,MAZDABBPH,-,BSE
RAJPALAYAM,Rajapalayam Mills Ltd-$,INE296E01026,BSE
NAVINFLUOR,Navin Fluorine International Ltd-$,INE048G01026,BSE
UCOBANK,UCO Bank,INE691A01018,BSE
ACESFEXBBPH,ACESFEXBBPH,-,BSE
BAGFILMS,B.A.G. Films and Media Ltd,INE116D01028,BSE
JSL,Jindal Stainless Ltd,INE220G01021,BSE
SUPRAJIT,Suprajit Engineering Ltd-$,INE399C01030,BSE
ASLEYF,ASLEYF,IN9251A01019,BSE
EXCELCROP,Excel Crop Care Ltd,INE223G01017,BSE
MAWANA,Mawana Sugars Ltd,INE255G01019,BSE
TVSELECT,TVS Electronics Ltd,INE236G01019,BSE
IGL,Indraprastha Gas Ltd,INE203G01027,BSE
TVTODAY,TV Today Network Ltd,INE038F01029,BSE
SURYAPHARM,Surya Pharmaceutical Ltd,INE249G01020,BSE
PATNI,Patni Computer Systems Ltd,INE660F01012,BSE
FLORENCE,Florence Investech Ltd-$,INE211G01020,BSE
JKSUGAR,JK Sugar Ltd-$,INE210G01014,BSE
PALREDTEC,Palred Technologies Ltd,INE218G01033,BSE
PETRONET,Petronet LNG Ltd,INE347G01014,BSE
BIOCON,Biocon Ltd,INE376G01013,BSE
PTC,PTC India Ltd,INE877F01012,BSE
MAHABANK,Bank of Maharashtra,INE457A01014,BSE
DISHMAN,Dishman Pharmaceuticals and Chemicals Ltd,INE353G01020,BSE
RKFORGE,Ramkrishna Forgings Ltd,INE399G01023,BSE
DATAMATICS,Datamatics Global Services Ltd,INE365B01017,BSE
NDTV,New Delhi Television Ltd,INE155G01029,BSE
MASTEKBBPH,MASTEKBBPH,-,BSE
STAR,Strides Pharma Science Ltd,INE939A01011,BSE
JPASSOCIAT,Jaiprakash Associates Ltd,INE455F01025,BSE
AVERYBBPH,AVERYBBPH,-,BSE
RELBBPHY,RELBBPHY,-,BSE
BRITANIBBPH,BRITANIBBPH,-,BSE
KOJAM,Kojam Fininvest Ltd,INE336G01017,BSE
LUMAXAUTO,Lumax Automotive Systems Ltd,INE547G01019,BSE
ULTRACEMCO,UltraTech Cement Ltd,INE481G01011,BSE
UNOMINDA,UNO Minda Ltd-$,INE405E01023,BSE
TCS,Tata Consultancy Services Ltd,INE467B01029,BSE
COFORGE,Coforge Ltd,INE591G01025,BSE
CREWBOS,Crew B.O.S. Products Ltd,INE514G01019,BSE
GULFPETRO,GP Petroleums Ltd,INE586G01017,BSE
IBULLS,Indiabulls Financial Services Ltd,INE894F01025,BSE
FKONCO,Fresenius Kabi Oncology Ltd,INE575G01010,BSE
CENTURYPLY,Century Plyboards (India) Ltd-$,INE348B01021,BSE
WELENT,Welspun Enterprises Ltd,INE625G01013,BSE
NTPC,NTPC Ltd,INE733E01010,BSE
SALSTEEL,S.A.L. Steel Ltd,INE658G01014,BSE
JBMA,JBM Auto Ltd,INE927D01051,BSE
PARAL,Parekh Aluminex Ltd,INE620C01013,BSE
ONTRACK,Ontrack Systems Ltd,INE426B01033,BSE
DCHL,Deccan Chronicle Holdings Ltd,INE137G01027,BSE
BHARATIDIL,Bharati Defence and Infrastructure Ltd,INE673G01013,BSE
DWARKESH,Dwarikesh Sugar Industries Ltd,INE366A01041,BSE
RILBBPH,RILBBPH,INE002A01018,BSE
INDOCO,Indoco Remedies Ltd,INE873D01024,BSE
VIPCLOTHNG,VIP Clothing Ltd,INE450G01024,BSE
IMPEXFERRO,Impex Ferro Tech Ltd,INE691G01015,BSE
ETC,ETC Networks Ltd,INE695G01016,BSE
XCHANGING,Xchanging Solutions Ltd,INE692G01013,BSE
JETAIRWAYS,Jet Airways (India) Ltd,INE802G01018,BSE
VISHALEXPO,Vishal Exports Overseas Ltd,INE167C01023,BSE
UTVSOF,UTV Software Communications Ltd,INE507B01022,BSE
AEGISLOGBB,AEGISLOGBB,-,BSE
MORARJEE,Morarjee Textiles Ltd,INE161G01027,BSE
GDL,Gateway Distriparks Ltd,INE852F01015,BSE
NRINTER,NR International Ltd,INE605F01017,BSE
JINDALPHOT,Jindal Photo Ltd,INE796G01012,BSE
DILBBPH,DILBBPH,-,BSE
POCL,Pondy Oxides & Chemicals Ltd,INE063E01053,BSE
JPPOWER,Jaiprakash Power Ventures Ltd,INE351F01018,BSE
3IINFOLTD,3i Infotech Ltd,INE748C01038,BSE
MBECL,McNally Bharat Engineering Company Ltd,INE748A01016,BSE
GOKEX,Gokaldas Exports Ltd,INE887G01027,BSE
FAMEINDIA,Fame India Ltd,INE886G01011,BSE
GLAXOSMBBPH,GLAXOSMBBPH,-,BSE
ALLDIGI,Alldigi Tech Ltd,INE835G01018,BSE
ETCBBPH,ETCBBPH,            ,BSE
IIFL,IIFL Finance Ltd,INE530B01024,BSE
MANGALAM,Mangalam Drugs & Organics Ltd,INE584F01014,BSE
SHOPERSTOP,Shoppers Stop Ltd,INE498B01024,BSE
POLARISBBPH,POLARISBBPH,-,BSE
CYBERMEDIA,Cyber Media India Ltd,INE278G01037,BSE
NDL,Nandan Denim Ltd,INE875G01048,BSE
JSWHL,JSW Holdings Ltd,INE824G01012,BSE
SGFL,Shree Ganesh Forgings Ltd,INE883G01018,BSE
JKCEMENT,JK Cement Ltd,INE823G01014,BSE
BEEYU,Beeyu Overseas Ltd,INE052B01011,BSE
UNIPLY,Uniply Industries Ltd,INE950G01023,BSE
PROVOGE,Provogue (India) Ltd,INE968G01033,BSE
YESBANK,Yes Bank Ltd,INE528G01035,BSE
NECLIFE,Nectar Lifesciences Ltd,INE023H01027,BSE
MSPL,MSP Steel & Power Ltd,INE752G01015,BSE
SPLIL,SPL Industries Ltd,INE978G01016,BSE
KTKBANK,Karnataka Bank Ltd,INE614B01018,BSE
HINVDIR,HSBC InvestDirect (India) Ltd,INE800B01013,BSE
MCLEODRUSS,Mcleod Russel India Ltd,INE942G01012,BSE
BALASTEELS,Shri Ramrupai Balaji Steels Ltd,INE977G01018,BSE
FACORALL,Facor Alloys Ltd,INE828G01013,BSE
FACORSTE,Facor Steels Ltd,INE829G01011,BSE
EON,Eon Electric Ltd,INE076H01025,BSE
IDFC,IDFC Ltd,INE043D01016,BSE
VIVIMEDLAB,Vivimed Labs Ltd,INE526G01021,BSE
RML,Rane (Madras) Ltd,INE050H01012,BSE
HTMEDIA,HT Media Ltd,INE501G01024,BSE
SASKEN,Sasken Technologies Ltd,INE231F01020,BSE
AMAR,Amar Remedies Ltd,INE787G01011,BSE
RAJVIR,Rajvir Industries Ltd,INE011H01014,BSE
FCSSOFT,FCS Software Solutions Ltd,INE512B01022,BSE
SUZLON,Suzlon Energy Ltd,INE040H01021,BSE
AURIONPRO,Aurionpro Solutions Ltd,INE132H01018,BSE
SOLANA,Solana Biofuels Ltd,INE371B01023,BSE
RENUKA,Shree Renuka Sugars Ltd,INE087H01022,BSE
JYOTHYCONS,Jyothy Consumer Products Ltd,INE099H01019,BSE
GLODYNE,Glodyne Technoserve Ltd,INE932G01021,BSE
KMSUGAR,K M Sugar Mills Ltd,INE157H01023,BSE
BASML,Bannari Amman Spinning Mills Ltd,INE186H01022,BSE
PRITHVI,Prithvi Information Solutions Ltd,INE700C01013,BSE
PBAINFRA,PBA Infrastructure Ltd,INE160H01019,BSE
VIKASHMET,Vikash Metal & Power Ltd,INE158H01013,BSE
BRFL,Bombay Rayon Fashions Ltd,INE589G01011,BSE
SORILINFRA,SORIL Infra Resources Ltd,INE034H01016,BSE
PRIMESEBBPH,PRIMESEBBPH,-,BSE
IBULLSBBPH,IBULLSBBPH,-,BSE
ABGSHIP,ABG Shipyard Ltd,INE067H01016,BSE
AIAENG,AIA Engineering Ltd,INE212H01026,BSE
EKC,Everest Kanto Cylinder Ltd,INE184H01027,BSE
SRFPOLYBBPH,SRFPOLYBBPH,-,BSE
KERNEX,Kernex Microsystems India Ltd,INE202H01019,BSE
REPRO,Repro India Ltd,INE461B01014,BSE
COMSYS,Compulink Systems Ltd,INE206H01010,BSE
PVRINOX,PVR Inox Ltd,INE191H01014,BSE
RAMSARUP,Ramsarup Industries Ltd,INE005D01015,BSE
TULIP,Tulip Telecom Ltd,INE122H01027,BSE
RMCL,Radha Madhav Corporation Ltd,INE172H01014,BSE
PUNJLLOYD,Punj Lloyd Ltd,INE701B01021,BSE
ASMS,Bartronics India Ltd,INE855F01042,BSE
CELEBRITY,Celebrity Fashions Ltd,INE185H01016,BSE
EDUCOMP,Educomp Solutions Ltd,INE216H01027,BSE
NITINSPIN,Nitin Spinners Ltd,INE229H01012,BSE
ROHLTD,Royal Orchid Hotels Ltd,INE283H01019,BSE
ENIL,Entertainment Network (India) Ltd,INE265F01028,BSE
CELLA,Cella Space Ltd,INE266H01014,BSE
GSPL,Gujarat State Petronet Ltd,INE246F01010,BSE
RCAPVL,Reliance Capital Ventures Ltd,INE331H01016,BSE
RENVL,Reliance Energy Ventures Ltd,INE329H01010,BSE
JAGRAN,Jagran Prakashan Ltd,INE199G01027,BSE
INOXLEISUR,INOX Leisure Ltd,INE312H01016,BSE
DYNPRO,Dynemic Products Ltd,INE256H01015,BSE
GVKPIL,GVK Power & Infrastructure Ltd,INE251H01024,BSE
RNRL,Reliance Natural Resources Ltd,INE328H01012,BSE
SADBHAV,Sadbhav Engineering Ltd,INE226H01026,BSE
SUNILHITEC,Sunil Hitech Engineers Ltd,INE305H01028,BSE
RCOM,Reliance Communications Ltd,INE330H01018,BSE
SAKUMA,Sakuma Exports Ltd,INE190H01024,BSE
KEC,KEC International Ltd,INE389H01022,BSE
GITANJALI,Gitanjali Gems Ltd,INE346H01014,BSE
GILLANDERS,Gillanders Arbuthnot & Company Ltd,INE047B01011,BSE
INDOTECH,Indo Tech Transformers Ltd,INE332H01014,BSE
PRATIBHA,Pratibha Industries Ltd,INE308H01022,BSE
BLKASHYAP,B. L. Kashyap and Sons Ltd,INE350H01032,BSE
M&MFIN,Mahindra & Mahindra Financial Services Ltd,INE774D01024,BSE
VISASTEEL,Visa Steel Ltd,INE286H01012,BSE
NITCO,Nitco Ltd,INE858F01012,BSE
MPDL,MPDL Ltd,INE493H01014,BSE
MOUNTEVTR,Mounteverest Trading & Investment Ltd,INE492H01016,BSE
SOLARINDS,Solar Industries India Ltd,INE343H01029,BSE
GALLANTT,Gallantt Ispat Ltd,INE297H01019,BSE
ADHUNIK,Adhunik Metaliks Ltd,INE400H01019,BSE
MALUPAPER,Malu Paper Mills Ltd,INE383H01017,BSE
UTTAMSUGAR,Uttam Sugar Mills Ltd,INE786F01031,BSE
SGL,STL Global Ltd,INE353H01010,BSE
ROHITFERRO,Rohit Ferro-Tech Ltd,INE248H01012,BSE
KKCL,Kewal Kiran Clothing Ltd,INE401H01017,BSE
SUNTV,Sun TV Network Ltd,INE424H01027,BSE
GPIL,Godawari Power and Ispat Ltd,INE177H01039,BSE
RSYSTEMS,R Systems International Ltd,INE411H01032,BSE
POWERSOF,Powersoft Global Solutions Ltd,INE979C01013,BSE
EMKAY,Emkay Global Financial Services Ltd,INE296H01011,BSE
TICL,Twamev Construction And Infrastructure Ltd,INE388G01026,BSE
PLETHICO,Plethico Pharmaceuticals Ltd,INE491H01018,BSE
LOKESHMACH,Lokesh Machines Ltd,INE397H01017,BSE
KAMDHENU,Kamdhenu Ltd,INE390H01020,BSE
PAUSHAKLTD,Paushak Ltd,INE111F01016,BSE
RPL,Reliance Petroleum Ltd,INE475H01011,BSE
GTNTEX,GTN Textiles Ltd,INE302H01017,BSE
INDICAP,Inditrade Capital Ltd,INE347H01012,BSE
UNITY,Unity Infraprojects Ltd,INE466H01028,BSE
KFA,Kingfisher Airlines Ltd,INE438H01019,BSE
PFOCUS,Prime Focus Ltd,INE367G01038,BSE
ALLCARGO,Allcargo Logistics Ltd,INE418H01029,BSE
SRFLTDBBPH,SRFLTDBBPH,-,BSE
EASUNREYRL,Easun Reyrolle Ltd,INE268C01029,BSE
REVTEQBBPH,REVTEQBBPH,-,BSE
ASHIM,Ashim Investment Company Ltd,INE511H01021,BSE
GMRAIRPORT,GMR Airports Ltd,INE776C01039,BSE
TECHM,Tech Mahindra Ltd,INE669C01036,BSE
CIEINDIA,CIE Automotive India Ltd,INE536H01010,BSE
VOLTAMP,Voltamp Transformers Ltd,INE540H01012,BSE
KEWIND,Kew Industries Ltd,INE700H01012,BSE
ATLANTAA,Atlantaa Ltd,INE285H01022,BSE
DEEPENR,Deep Energy Resources Ltd,INE677H01012,BSE
HGM,HandsOn Global Management (HGM)Ltd,INE596H01014,BSE
ACE,Action Construction Equipment Ltd,INE731H01025,BSE
ICIBBPH,ICIBBPH,-,BSE
GEECEE,GeeCee Ventures Ltd,INE916G01016,BSE
USHERAGRO,Usher Agro Ltd,INE235G01011,BSE
RICHAIND,Richa Industries Ltd,INE516H01012,BSE
GAYAPROJ,Gayatri Projects Ltd,INE336H01023,BSE
FIEMIND,Fiem Industries Ltd,INE737H01014,BSE
HANUNG,Hanung Toys & Textiles Ltd,INE648H01013,BSE
JHS,JHS Svendgaard Laboratories Ltd,INE544H01014,BSE
DCBBANK,DCB Bank Ltd,INE503A01015,BSE
GLOBALVECT,Global Vectra Helicorp Ltd,INE792H01019,BSE
INSPIRISYS,Inspirisys Solutions Ltd,INE020G01017,BSE
GTLINFRA,GTL Infrastructure Ltd,INE221H01019,BSE
SHIVAMAUTO,Shivam Autotech Ltd,INE637H01024,BSE
NAUKRI,Info Edge (India) Ltd,INE663F01032,BSE
LITL,Lanco Infratech Ltd,INE785C01048,BSE
TORNTPOWER,Torrent Power Ltd,INE813H01021,BSE
PARSVNATH,Parsvnath Developers Ltd,INE561H01026,BSE
BLUEBIRD,Blue Bird (India) Ltd,INE697H01010,BSE
SUTLEJTEX,Sutlej Textiles and Industries Ltd,INE645H01027,BSE
LTFOODS,LT Foods Ltd,INE818H01020,BSE
SOBHA,Sobha Ltd,INE671H01015,BSE
RUCHIRA,Ruchira Papers Ltd,INE803H01014,BSE
GTOFFSHORE,GOL Offshore Ltd,INE892H01017,BSE
ESSDEE,Ess Dee Aluminium Ltd,INE825H01017,BSE
XLENERGY,XL Energy Ltd,INE183H01011,BSE
NCOPPER,Nissan Copper Ltd,INE846H01039,BSE
TANLA,Tanla Platforms Ltd,INE483C01032,BSE
PSTL,Pyramid Saimira Theatre Ltd,INE165H01018,BSE
CAIRN,Cairn India Ltd,INE910H01017,BSE
SHREEASHTA,Shree Ashtavinayak Cine Vision Ltd,INE538H01024,BSE
ZEEMEDIA,Zee Media Corporation Ltd,INE966H01019,BSE
SITINET,Siti Networks Ltd,INE965H01011,BSE
LUMAXTECH,Lumax Auto Technologies Ltd,INE872H01027,BSE
AUTOIND,Autoline Industries Ltd,INE718H01014,BSE
NETWORK18,Network 18 Media & Investments Ltd,INE870H01013,BSE
HUBTOWN,Hubtown Ltd,INE703H01016,BSE
TV18BRDCST,TV18 Broadcast Ltd,INE886H01027,BSE
CTE,Cambridge Technology Enterprises Ltd,INE627H01017,BSE
NATCOBBPH,NATCOBBPH,-,BSE
POCHIRAJU,Pochiraju Industries Ltd,INE332G01032,BSE
TIIL,Technocraft Industries (India) Ltd,INE545H01011,BSE
REDINGTON,Redington Ltd,INE891D01026,BSE
AICHAMP,AI Champdany Industries Ltd,INE768E01024,BSE
CINELINE,Cineline India Ltd,INE704H01022,BSE
PGIL,Pearl Global Industries Ltd,INE940H01022,BSE
FSL,Firstsource Solutions Ltd,INE684F01012,BSE
PFC,Power Finance Corporation Ltd,INE134E01011,BSE
AHLUCONT,Ahluwalia Contracts (India) Ltd,INE758C01029,BSE
TFL,Transwarranty Finance Ltd,INE804H01012,BSE
CANDC,C & C Constructions Ltd,INE874H01015,BSE
INDIANB,Indian Bank,INE562A01011,BSE
SMSPHARMA,SMS Pharmaceuticals Ltd,INE812G01025,BSE
BROADCAST,Broadcast Initiatives Ltd,INE698H01018,BSE
ORIENTALTL,Oriental Trimex Ltd,INE998H01012,BSE
EVINIX,Evinix Accessories Ltd,INE961H01028,BSE
MINDTREE,MindTree Ltd,INE018I01017,BSE
ELAND,E-Land Apparel Ltd,INE311H01018,BSE
