Symbol,Name,ISIN,exchange
INDUSFILA,Indus Fila Ltd,INE025I01012,BSE
IDEA,Vodafone Idea Ltd,INE669E01016,BSE
EUROCERA,Euro Ceramics Ltd,INE649H01011,BSE
VTXIND,VTX Industries Ltd,INE119G01025,BSE
JAGJANANI,Jagjanani Textiles Ltd,INE702H01018,BSE
RAJTV,Raj Television Network Ltd,INE952H01027,BSE
PAGEIND,Page Industries Ltd,INE761H01022,BSE
AMDIND,AMD Industries Ltd,INE005I01014,BSE
LEHAR,Lehar Footwears Ltd,INE976H01018,BSE
ASTRAL,Astral Ltd,INE006I01046,BSE
ABHISHEK,Abhishek Corporation Ltd,INE004I01017,BSE
EMBDL,Embassy Developments Ltd,INE069I01010,BSE
SPARSHBPO,Sparsh BPO Services Ltd,INE847H01011,BSE
CAMLINFINE,Camlin Fine Sciences Ltd,INE052I01032,BSE
ICRA,ICRA Ltd,INE725G01011,BSE
SANCIA,Sancia Global Infraprojects Ltd,INE391H01010,BSE
ORBITCORP,Orbit Corporation Ltd,INE628H01015,BSE
GAELBBPH,GAELBBPH,-,BSE
DISHTV,Dish TV India Ltd,INE836F01026,BSE
ADVANTA,Advanta Ltd,INE517H01028,BSE
SAHYADRI,Sahyadri Industries Ltd,INE280H01015,BSE
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd,INE917H01012,BSE
FORTIS,Fortis Healthcare Ltd,INE061F01013,BSE
ASELBBPH,ASELBBPH,-,BSE
TGBHOTELS,TGB Banquets and Hotels Ltd,INE797H01018,BSE
MROTEKBBPH,MROTEKBBPH,-,BSE
HILTON,Hilton Metal Forging Ltd,INE788H01017,BSE
DELTACORP,Delta Corp Ltd,INE124G01033,BSE
BINANICEM,Binani Cement Ltd,INE042H01019,BSE
MICEL,MIC Electronics Ltd,INE287C01037,BSE
INSECTICID,Insecticides (India) Ltd,INE070I01018,BSE
MCDHOLDING,McDowell Holdings Ltd,INE836H01014,BSE
ASAHISONG,Asahi Songwon Colors Ltd,INE228I01012,BSE
NITINFIRE,Nitin Fire Protection Industries Ltd,INE489H01020,BSE
HARYNACAP,Haryana Capfin Ltd,INE928H01019,BSE
TIMETECHNO,Time Technoplast Ltd,INE508G01029,BSE
GLORY,Glory Polyfilms Ltd,INE408H01012,BSE
DECOLIGHT,Decolight Ceramics Ltd,INE172I01012,BSE
HGS,Hinduja Global Solutions Ltd,INE170I01016,BSE
NETFLIER,Netflier Finco Ltd,INE068I01012,BSE
IPRUFMP36AG,ICICI Prudential Fixed Maturity Plan Series 36 - Eighteen Months Plan A (Growth option),INF346A01042,BSE
IPRUFMP36AD,ICICI Prudential Fixed Maturity Plan Series 36 - Eighteen Months Plan A (Dividend option),INF346A01059,BSE
SPICETELE,Spice Communications Ltd,INE684H01018,BSE
NELCAST,Nelcast Ltd,INE189I01024,BSE
MEGH,Meghmani Organics Ltd,INE974H01013,BSE
QUINTEGRA,Quintegra Solutions Ltd,INE033B01011,BSE
V2RETAIL,V2 Retail Ltd,INE945H01013,BSE
DLF,DLF Ltd,INE271C01023,BSE
TARMAT,Tarmat Ltd,INE924H01018,BSE
ANKITMETAL,Ankit Metal & Power Ltd,INE106I01010,BSE
CELESTIAL,Celestial Biolabs Ltd,INE221I01017,BSE
SPARC,Sun Pharma Advanced Research Company Ltd,INE232I01014,BSE
HDIL,Housing Development and Infrastructure Ltd,INE191I01012,BSE
SURYACHAKRA,Suryachakra Power Corporation Ltd,INE274I01016,BSE
ADSL,Allied Digital Services Ltd,INE102I01027,BSE
EVERONN,Everonn Education Ltd,INE678H01010,BSE
SIMPLEX,Simplex Projects Ltd,INE898F01018,BSE
ALPA,Alpa Laboratories Ltd,INE385I01010,BSE
SSLEL,Sir Shadi Lal Enterprises Ltd,INE117H01019,BSE
OMAXE,Omaxe Ltd,INE800H01010,BSE
IVRCLAH,IVRCL Assets & Holdings Ltd,INE414I01018,BSE
OMNITECH,Omnitech InfoSolutions Ltd,INE810H01019,BSE
ZYLOG,Zylog Systems Ltd,INE225I01026,BSE
REFEX,Refex Industries Ltd,INE056I01025,BSE
CENTRALBK,Central Bank of India,INE483A01010,BSE
SELMC,SEL Manufacturing Company Ltd,INE105I01020,BSE
NTL,Neueon Towers Ltd,INE333I01036,BSE
ASIANTILES,Asian Granito India Ltd,INE022I01019,BSE
KPRMILL,K.P.R. Mill Limited,INE930H01031,BSE
TAKE,Take Solutions Ltd,INE142I01023,BSE
PURVA,Puravankara Ltd,INE323I01011,BSE
MOTILALOFS,Motilal Oswal Financial Services Ltd,INE338I01027,BSE
VTMLTD,VTM Ltd,INE222F01029,BSE
INDOWIND,Indowind Energy Ltd,INE227G01018,BSE
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd,INE245I01016,BSE
MAGNUM,Magnum Ventures Ltd,INE387I01016,BSE
HULBBPH,HULBBPH,-,BSE
POWERGRID,Power Grid Corporation of India Ltd,INE752E01010,BSE
KSCL,Kaveri Seed Company Ltd,INE455I01029,BSE
PAISALO,Paisalo Digital Ltd,INE420C01059,BSE
KOUTONS,Koutons Retail India Ltd,INE406I01014,BSE
CCCL,Consolidated Construction Consortium Ltd,INE429I01024,BSE
DHANUS,Dhanus Technologies Ltd,INE406H01016,BSE
SUPREMEINF,Supreme Infrastructure India Ltd,INE550H01011,BSE
SAAMYABIO,Saamya Biotech India Ltd,INE320H01019,BSE
MAANALU,Maan Aluminium Ltd,INE215I01027,BSE
IL&FSENGG,IL&FS Engineering and Construction Company Ltd,INE369I01014,BSE
SHARONBIO,Sharon Bio-Medicine Ltd-$,INE028B01029,BSE
GRABALALK,Grabal Alok Impex Ltd,INE012D01011,BSE
ANILLTD,Anil Ltd,INE125E01019,BSE
PARLEIND,Parle Industries Ltd,INE272G01014,BSE
NET4,Net 4 India Ltd,INE553E01012,BSE
CSIL,Circuit Systems India Ltd,INE720H01010,BSE
ARCOTECH,Arcotech Ltd,INE574I01035,BSE
RELIGARE,Religare Enterprises Ltd,INE621H01010,BSE
BVCL,Barak Valley Cements Ltd,INE139I01011,BSE
VARUN,Varun Industries Ltd,INE032G01012,BSE
RATHIBAR,Rathi Bars Ltd,INE575I01016,BSE
ACIASIA,Allied Computers International (Asia) Ltd,INE335I01056,BSE
EDL,Empee Distilleries Ltd,INE180G01019,BSE
ADANIPORTS,Adani Ports and Special Economic Zone Ltd,INE742F01042,BSE
EDELWEISS,Edelweiss Financial Services Ltd,INE532F01054,BSE
RGL,Renaissance Global Ltd,INE722H01024,BSE
KOLTEPATIL,Kolte-Patil Developers Ltd,INE094I01018,BSE
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd,INE234I01028,BSE
JYOTHYLAB,Jyothy Labs Ltd,INE668F01031,BSE
ECLERX,eClerx Services Ltd,INE738I01010,BSE
TARIL,Transformers and Rectifiers (India) Ltd,INE763I01026,BSE
BRIGADE,Brigade Enterprises Ltd,INE791I01019,BSE
BGRENERGY,BGR Energy Systems Ltd,INE661I01014,BSE
BURNPUR,Burnpur Cement Ltd,INE817H01014,BSE
MANAKSIA,Manaksia Ltd,INE015D01022,BSE
PORWAL,Porwal Auto Components Ltd,INE386I01018,BSE
PPAP,PPAP Automotive Ltd,INE095I01015,BSE
ARIES,Aries Agro Ltd,INE298I01015,BSE
KUANTUM,Kuantum Papers Ltd,INE529I01021,BSE
CAPF,Capital First Ltd,INE688I01017,BSE
RPOWER,Reliance Power Ltd,INE614G01033,BSE
JKIL,J. Kumar Infraprojects Ltd,INE576I01022,BSE
CORDSCABLE,Cords Cable Industries Ltd,INE792I01017,BSE
KNRCON,KNR Constructions Ltd,INE634I01029,BSE
MDRASCMBBPH,MDRASCMBBPH,INE331A01029,BSE
ONMOBILE,OnMobile Global Ltd,INE809I01019,BSE
SEPC,SEPC Ltd,INE964H01014,BSE
BANG,Bang Overseas Ltd,INE863I01016,BSE
IRB,IRB Infrastructure Developers Ltd,INE821I01022,BSE
TULSI,Tulsi Extrusions Ltd,INE474I01012,BSE
PIRAMGLAS,Piramal Glass Ltd,INE748E01018,BSE
MANJUSHREE,Manjushree Technopack Ltd,INE435H01015,BSE
GSS,GSS Infotech Ltd,INE871H01011,BSE
NAHARCAP,Nahar Capital and Financial Services Ltd,INE049I01012,BSE
VGUARD,V-Guard Industries Ltd,INE951I01027,BSE
RELINFRBBPH,RELINFRBBPH,-,BSE
RECLTD,REC Ltd,INE020B01018,BSE
SOLECTEMS,Solectron EMS India Ltd,INE647I01013,BSE
GOKAKTEX,Gokak Textiles Ltd,INE642I01014,BSE
ETCN,ETC Networks Ltd,INE098J01017,BSE
AJRINFRA,AJR Infra And Tolling Ltd,INE181G01025,BSE
DHANI,Dhani Services Ltd,INE274G01010,BSE
SITASHREE,Sita Shree Food Products Ltd,INE686I01011,BSE
DWSFTS43RG,Deutsche Mutual Fund - DWS Fixed Term Series 43 - Regular Growth option,INF223J01010,BSE
DWSFTS43RD,Deutsche Mutual Fund - DWS Fixed Term Series 43 - Regular Dividend option,INF223J01028,BSE
DWSFTS43IG,Deutsche Mutual Fund - DWS Fixed Term Series 43 - Institutional Plan Growth option,INF223J01036,BSE
PATNIBBPH,PATNICOMPUT*,-,BSE
TITAGARH,Titagarh Rail Systems Ltd,INE615H01020,BSE
KIRIINDUS,Kiri Industries Ltd,INE415I01015,BSE
MASTKBBPH,MASTEK*,-,BSE
CHINVEST,CHI Investments Ltd,INE975I01018,BSE
GREATOFBBPH,GREAT OFFSH*,            ,BSE
SASKENBBPH,SASKEN COMM*,            ,BSE
SANKHYAIN,Sankhya Infotech Ltd,INE877A01013,BSE
GOLDIAMBBPH,GOLDIAM INT*,-,BSE
BIRLAMONEY,Aditya Birla Money Ltd-$,INE865C01022,BSE
TELOGICA,Telogica Ltd,INE778I01024,BSE
JAIBALAJI,Jai Balaji Industries Ltd,INE091G01026,BSE
BAJAJ-AUTO,Bajaj Auto Ltd,INE917I01010,BSE
BAJAJFINSV,Bajaj Finserv Ltd,INE918I01026,BSE
PIRPHYTO,Piramal Phytocare Ltd,INE122J01015,BSE
GOKUL,Gokul Refoils & Solvent Ltd,INE020J01029,BSE
ANULABS,Anus Laboratories Ltd,INE450H01022,BSE
SRFLBBPH,SRF LIMITED*,-,BSE
RPGLIFE,RPG Life Sciences Ltd,INE105J01010,BSE
ENSOSECUT,Enso Secutrack Ltd-$,INE969A01018,BSE
SENSEX1,Kotak S&P BSE Sensex ETF,INF174KA1JD7,BSE
NIRAJ,Niraj Cement Structurals Ltd,INE368I01016,BSE
RBL,Rane Brake Lining Ltd,INE244J01017,BSE
RANEENGINE,Rane Engine Valve Ltd,INE222J01013,BSE
BAFNAPH,Bafna Pharmaceuticals Ltd,INE878I01022,BSE
METKORE,Metkore Alloys & Industries Ltd,INE592I01029,BSE
MVL,MVL Ltd,INE744I01034,BSE
CHLLTD,CHL Ltd,INE790D01020,BSE
SEJALLTD,Sejal Glass Ltd,INE955I01044,BSE
ARCHIDPLY,Archidply Industries Ltd,INE877I01016,BSE
AVONCORP,Avon Corporation Ltd,INE207I01016,BSE
FIRSTWIN,First Winner Industries Ltd,INE315J01015,BSE
KSK,KSK Energy Ventures Ltd,INE143H01015,BSE
LOTUSEYE,Lotus Eye Hospital And Institute Ltd,INE947I01017,BSE
NEXTGENT,Nextgen Animation Mediaa Ltd,INE875I01010,BSE
ANGAUTOBBPH,ANG AUTO*,-,BSE
SOMICONVEY,Somi Conveyor Beltings Ltd,INE323J01019,BSE
DWSFTS50AD,Deutsche Mutual Fund - DWS Fixed Term Series 50 - Plan A - Dividend option,INF223J01069,BSE
DWSFTS50BD,Deutsche Mutual Fund - DWS Fixed Term Series 50 - Plan B - Dividend option,INF223J01085,BSE
BIRLACOT,Birla Cotsyn (India) Ltd,INE655I01024,BSE
LGBFORGE,LGB Forge Ltd,INE201J01017,BSE
OISL,OCL Iron and Steel Ltd,INE196J01019,BSE
GDLBBPH,GATEWAYDIST*,-,BSE
OCTAVINV,Octav Investments Ltd,INE120J01019,BSE
CORAL-HUB,Coral Hub Ltd,INE108J01030,BSE
LPDC,Landmark Property Development Company Ltd,INE197J01017,BSE
GUJFLUOBBPH,GUJARAT FLU*,-,BSE
SICAGEN,Sicagen India Ltd,INE176J01011,BSE
NUTEK,Nu Tek India Ltd,INE318J01027,BSE
AUSTRAL,Austral Coke & Projects Ltd,INE455J01027,BSE
RMMIL,Resurgere Mines & Minerals India Ltd,INE774I01031,BSE
SIMPLXMIL,Simplex Mills Company Ltd,INE457H01027,BSE
SIMPLXPAP,Simplex Papers Ltd,INE456H01029,BSE
RAINBBPH,RAIN COMMOD*,            ,BSE
SURANABBPH,SURANA TELE*,-,BSE
20MICRONS,20 Microns Ltd,INE144J01027,BSE
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd,INE342J01019,BSE
VALIANTBBPH,VALIANT COM*,-,BSE
HEGBBPH,HEG LIMITED*,-,BSE
CHEMCEL,Chemcel Bio-Tech Ltd,INE213J01012,BSE
DLFBBPH,DLF LIMITED*,-,BSE
RSYSBBPH,RSYSTEM INT*,-,BSE
ALKALI,Alkali Metals Ltd,INE773I01017,BSE
MAESTROBBPH,MAESTROBBPH,-,BSE
FDCBBPH,FDC LIMITED*,-,BSE
IPCALABBBPH,IPCALABBBPH,-,BSE
ISGEC,ISGEC Heavy Engineering Ltd,INE858B01029,BSE
GODRJCPBBPH,GODREJ CONS*,-,BSE
ALEMBICBBPH,ALEMBICBBPH,-,BSE
MONNETBBPH,MONNE ISPAT*,-,BSE
SUPREMEBBPH,SUPREM IND*,-,BSE
JINDPOLBBPH,JINDAL POLY*,-,BSE
EIDPARYBBPH,EID PARRY*,-,BSE
BOSCHBBPH,BOSCHBBPH,-,BSE
IIFLBBPH,IIFLBBPH,-,BSE
SPRMPETBBPH,SPRMPETBBPH,-,BSE
NBVENTRBBPH,NAVBHAR VEN*,-,BSE
SELANBBPH,SELANBBPH,-,BSE
HOVBBPH,HOVBBPH,-,BSE
AUSTENGBBPH,AUSTENGBBPH,-,BSE
IMFA,Indian Metals & Ferro Alloys Ltd,INE919H01018,BSE
TPHQ,Teamo Productions HQ Ltd,INE065J01024,BSE
MANGALCBBPH,MANGALAMCEM*,-,BSE
GSSAMERBBPH,GSS AMERICA*,-,BSE
HYDROSBBPH,HYDROSBBPH,-,BSE
TTKHEBBPH,TTKHEBBPH,-,BSE
LKPFINBBPH,LKP FIN*,-,BSE
KLBRENGBBPH,KLBRENGBBPH,-,BSE
EDSERV,Edserv Softsystems Ltd,INE889J01019,BSE
VEDAVAAG,VEDAVAAG Systems Ltd,INE359B01010,BSE
TVTNBBPH,TV TODAY*,-,BSE
ZENTECBBPH,ZENTECBBPH,-,BSE
BRANDHOUSE,Brandhouse Retails Ltd,INE317J01011,BSE
SANDESHBBPH,SANDESHBBPH,-,BSE
APLOTYRBBPH,APLOTYRBBPH,-,BSE
GITNJLIBBPH,GITNJLIBBPH,-,BSE
REISIXTEN,REI Six Ten Retail Ltd,INE849J01021,BSE
IBVENBBPH,IBVENBBPH,-,BSE
PENARINBBPH,PENARINBBPH,-,BSE
ARROWTEX,Arrow Textiles Ltd,INE933J01015,BSE
AVANTELBBPH,AVANTEL LTD*,-,BSE
DAICHIBBPH,DAICHIBBPH,-,BSE
GODRJBBPH,GODREJ IND*,-,BSE
MANJEERA,Manjeera Constructions Ltd,INE320D01018,BSE
SANDPLAST,Sand Plast (India) Ltd,INE122K01013,BSE
MOLDTKPAC,Mold-Tek Packaging Ltd,INE893J01029,BSE
MERCKBBPH,MERCKBBPH,INE199A01012,BSE
AROGRANBBPH,AROGRANBBPH,-,BSE
RDEVCAB,Rishabhdev Technocable Ltd,INE685F01019,BSE
SM1AD,Tata Smart Investment Plan- 1 Scheme A - Dividend option,INF277K01022,BSE
SM1AG,Tata Smart Investment Plan- 1 Scheme A - Growth option,INF277K01014,BSE
SM1BD,Tata Smart Investment Plan- 1 Scheme B - Dividend option,INF277K01048,BSE
SM1BG,Tata Smart Investment Plan- 1 Scheme B - Growth option,INF277K01030,BSE
MHRIL,Mahindra Holidays & Resorts India Ltd,INE998I01010,BSE
TELEDATAIT,Teledata Technology Solutions Ltd,INE391I01018,BSE
EXCEL,Excel Realty N Infra Ltd,INE688J01023,BSE
DCHLBBPH,DCHLBBPH,-,BSE
AEGISLOBBPH,AEGISLOBBPH,-,BSE
ROML,Raj Oil Mills Ltd,INE294G01026,BSE
JINDLPOBBPH,JINDLPOBBPH,-,BSE
BENGALASM,Bengal & Assam Company Ltd,INE083K01017,BSE
ADANIPOWER,Adani Power Ltd,INE814H01011,BSE
SOFTSOLBBPH,SOFTSOLBBPH,-,BSE
NHPC,NHPC Ltd,INE848E01016,BSE
PROVOGUBBPH,PROVOGUBBPH,-,BSE
PEIL,Premier Energy and Infrastructure Ltd,INE429K01012,BSE
SURYAAMBA,Suryaamba Spinning Mills Ltd,INE360J01011,BSE
SRFBBPH,SRFBBPH,-,BSE
JINDCOT,Jindal Cotex Ltd,INE904J01016,BSE
GLOBUSSPR,Globus Spirits Ltd,INE615I01010,BSE
OIL,Oil India Ltd,INE274J01014,BSE
SWANDEF,Swan Defence And Heavy Industries Ltd,INE542F01020,BSE
BTTL,Bhilwara Technical Textiles Ltd,INE274K01012,BSE
EUROMULTI,Euro Multivision Ltd,INE063J01011,BSE
SPSL,Shree Precoated Steels Ltd,INE318K01025,BSE
BHAGYINBBPH,BHAGYINBBPH,-,BSE
EXPLEOSOL,Expleo Solutions Ltd,INE201K01015,BSE
RTNPOWER,RattanIndia Power Ltd,INE399K01017,BSE
GOLDIMBBPH,GOLDIMBBPH,-,BSE
PODDARBBPH,PODDARBBPH,-,BSE
DEN,Den Networks Ltd,INE947J01015,BSE
ASTEC,Astec Lifesciences Ltd,INE563J01010,BSE
RBN,Reliance Broadcast Network Ltd,INE445K01018,BSE
COX&KINGS,Cox & Kings Ltd,INE008I01026,BSE
APCOTEXBBPH,APCOTEXBBPH,-,BSE
DLINKINDIA,D-Link (India) Ltd,INE250K01012,BSE
BRITBRBBPH,BRITBRBBPH,-,BSE
JSWENERGY,JSW Energy Ltd,INE121E01018,BSE
YUNIKM,Yunik Managing Advisors Ltd,INE143K01019,BSE
GODREJPROP,Godrej Properties Ltd,INE484J01027,BSE
DBCORP,D. B. Corp Ltd,INE950I01011,BSE
MBLINFRA,MBL Infrastructure Ltd,INE912H01013,BSE
FDCLTDBBPH,FDCLTDBBPH,-,BSE
INFINITE,Infinite Computer Solutions (India) Ltd,INE486J01014,BSE
JUBLFOOD,Jubilant FoodWorks Ltd,INE797F01020,BSE
VASCONEQ,Vascon Engineers Ltd,INE893I01013,BSE
SYNCOM,Syncom Healthcare Ltd,INE602K01014,BSE
THANGAMAYL,Thangamayil Jewellery Ltd,INE085J01014,BSE
AQUA,Aqua Logistics Ltd,INE544K01026,BSE
DBREALTY,Valor Estate Ltd,INE879I01012,BSE
EMMBI,Emmbi Industries Ltd,INE753K01015,BSE
HATHWAY,Hathway Cable & Datacom Ltd,INE982F01036,BSE
ARSSINFRA,ARSS Infrastructure Projects Ltd,INE267I01010,BSE
TEXMOPIPES,Texmo Pipes and Products Ltd,INE141K01013,BSE
TIPSBBPH,TIPSBBPH,-,BSE
SUNDARAM,Sundaram Multi Pap Ltd,INE108E01023,BSE
COROENGG,Coromandel Engineering Company Ltd,INE312J01012,BSE
ROSSELLIND,Rossell India Ltd,INE847C01020,BSE
MANINFRA,Man Infraconstruction Ltd,INE949H01023,BSE
TAMBOLIIN,Tamboli Industries Ltd,INE864J01012,BSE
UNITEDBNK,United Bank of India,INE695A01019,BSE
DQE,DQ Entertainment (International) Ltd,INE656K01010,BSE
IL&FSTRANS,IL&FS Transportation Networks Ltd,INE975G01012,BSE
PRADIP,Pradip Overseas Ltd,INE495J01015,BSE
PERSISTENT,Persistent Systems Ltd,INE262H01021,BSE
SGJHL,Shree Ganesh Jewellery House (I) Ltd,INE553K01019,BSE
ISFT,Intrasoft Technologies Ltd,INE566K01011,BSE
GOENKA,Goenka Diamond & Jewels Ltd,INE516K01024,BSE
KCPSUGIND,KCP Sugar & Industries Corporation Ltd,INE790B01024,BSE
KECL,Kirloskar Electric Company Ltd,INE134B01017,BSE
TALWALKARS,Talwalkars Better Value Fitness Ltd,INE502K01016,BSE
MNAKSIABBPH,MNAKSIABBPH,-,BSE
SATCH,Satchmo Holdings Ltd,INE639K01016,BSE
TARAPUR,Tarapur Transformers Ltd,INE747K01017,BSE
GBGLOBAL,GB Global Ltd,INE087J01028,BSE
GEODLTDBBPH,GEODLTDBBPH,-,BSE
SJVN,SJVN Ltd,INE002L01015,BSE
JPINFRATEC,Jaypee Infratech Ltd,INE099J01015,BSE
EMAMIPAP,Emami Paper Mills Ltd,INE830C01026,BSE
SAMRUDDHI,Samruddhi Cement Ltd,INE676K01018,BSE
KRITINUT,Kriti Nutrients Ltd,INE798K01010,BSE
PARABDRUGS,Parabolic Drugs Ltd,INE618H01016,BSE
GKB,GKB Ophthalmics Ltd,INE265D01015,BSE
FRONTSEC,Frontline Securities Ltd,INE773B01020,BSE
PANACEABBPH,PANACEABBPH,-,BSE
TECHNOFAB,Technofab Engineering Ltd,INE509K01011,BSE
HMVL,Hindustan Media Ventures Ltd,INE871K01015,BSE
EMAMIREAL,Emami Realty Ltd,INE778K01012,BSE
SHRIASTER,Shri Aster Silicates Ltd,INE900K01012,BSE
MIDFIELD,Midfield Industries Ltd,INE091K01010,BSE
AHLWEST,Asian Hotels (West) Ltd,INE915K01010,BSE
HULTDBBPH,HULTDBBPH,-,BSE
AHLEAST,Asian Hotels (East) Ltd,INE926K01017,BSE
BHARATFIN,Bharat Financial Inclusion Ltd,INE180K01011,BSE
BAJAJCON,Bajaj Consumer Care Ltd,INE933K01021,BSE
PRAKASHSTL,Prakash Steelage Ltd,INE696K01024,BSE
CNSDSECBBPH,CNSDSECBBPH,-,BSE
GPPL,Gujarat Pipavav Port Ltd,INE517F01014,BSE
WELINV,Welspun Investments and Commercials Ltd,INE389K01018,BSE
HIRAFERRO,Hira Ferro Alloys Ltd,INE573I01011,BSE
WAAREEINDO,Indosolar Ltd,INE866K01023,BSE
TIRUPATIINK,Tirupati Inks Ltd,INE493K01018,BSE
SASTASUNDR,Sastasundar Ventures Ltd,INE019J01013,BSE
CPCAP,CP Capital Ltd,INE521J01018,BSE
EROSMEDIA,Eros International Media Ltd,INE416L01017,BSE
RAMKY,Ramky Infrastructure Ltd,INE874I01013,BSE
GREENPOWER,Orient Green Power Company Ltd,INE999K01014,BSE
ESL,Electrosteel Steels Ltd,INE481K01021,BSE
GALLISPAT,Gallantt Ispat Ltd,INE528K01029,BSE
TECPRO,Tecpro Systems Ltd,INE904H01010,BSE
CANTABIL,Cantabil Retail India Ltd,INE068L01024,BSE
SEATV,Sea TV Network Ltd,INE351L01016,BSE
WABAG,VA Tech Wabag Ltd,INE956G01038,BSE
BEDMUTHA,Bedmutha Industries Ltd,INE844K01012,BSE
ASHOKA,Ashoka Buildcon Ltd,INE442H01029,BSE
JWL,Jupiter Wagons Ltd,INE209L01016,BSE
OBEROIRLTY,Oberoi Realty Ltd,INE093I01010,BSE
PRESTIGE,Prestige Estates Projects Ltd,INE811K01011,BSE
SHAH,Shah Metacorp Ltd,INE482J01021,BSE
BSLIMITED,BS Ltd,INE043K01029,BSE
CRISILBBPH,CRISILBBPH,-,BSE
COALINDIA,Coal India Ltd,INE522F01014,BSE
TECHNO,Techno Electric & Engineering Company Ltd,INE286K01024,BSE
GRAVITA,Gravita India Ltd,INE024L01027,BSE
SASKENBBPH,SASKENBBPH,-,BSE
RPPINFRA,R P P Infra Projects Ltd,INE324L01013,BSE
RDBIPL,RDB Infrastructure And Power Ltd,INE245L01028,BSE
MOIL,Moil Ltd,INE490G01020,BSE
ZEELEARN,Zee Learn Ltd,INE565L01011,BSE
CLARIS,Claris Lifesciences Ltd,INE562G01018,BSE
KTIL,Kesar Terminals & Infrastructure Ltd,INE096L01025,BSE
A2ZINFRA,A2Z Infra Engineering Ltd,INE619I01012,BSE
KIRLOSENG,Kirloskar Oil Engines Ltd,INE146L01010,BSE
RKDL,Ravi Kumar Distilleries Ltd,INE722J01012,BSE
PSB,Punjab & Sind Bank,INE608A01012,BSE
FMNL,Future Market Networks Ltd,INE360L01017,BSE
KBIL,Kirloskar Brothers Investments Ltd,INE920K01010,BSE
SURANASOL,Surana Solar Ltd,INE272L01022,BSE
SHEKHAWATI,Shekhawati Industries Ltd,INE268L01046,BSE
KICL,Kalyani Investment Company Ltd,INE029L01018,BSE
BFINVEST,BF Investment Ltd,INE878K01010,BSE
CMAHENDRA,C Mahendra Exports Ltd,INE378J01013,BSE
SRSREAL,SRS Real Infrastructure Ltd,INE953I01023,BSE
SUMMITSEC,Summit Securities Ltd,INE519C01017,BSE
DALMIABHA,Dalmia Bharat Ltd,INE439L01019,BSE
MIDVAL,Midvalley Entertainment Ltd,INE422B01016,BSE
HINCOMBBPH,HINCOMBBPH,-,BSE
AGSINFO,AGS Infotech Ltd,INE966E01016,BSE
INOVSYNTH,Innovassynth Investments Ltd,INE690J01011,BSE
STEL,STEL Holdings Ltd,INE577L01016,BSE
OMKARCHEM,Omkar Speciality Chemicals Ltd,INE474L01016,BSE
JUBLINDS,Jubilant Industries Ltd,INE645L01011,BSE
BILENERGY,Bil Energy Systems Ltd,INE607L01029,BSE
TEXRAIL,Texmaco Rail & Engineering Ltd,INE621L01012,BSE
INDTERRAIN,Indian Terrain Fashions Ltd,INE611L01021,BSE
ACROPETAL,Acropetal Technologies Ltd,INE055L01013,BSE
BCMLBBPH,BCMLBBPH,-,BSE
SUDAR,Sudar Industries Ltd,INE384L01017,BSE
FCL,Fineotex Chemical Ltd,INE045J01026,BSE
DHUNINV,Dhunseri Investments Ltd,INE320L01011,BSE
ZENTEC,ZEN Technologies Ltd,INE251B01027,BSE
LOVABLE,Lovable Lingerie Ltd,INE597L01014,BSE
PFS,PTC India Financial Services Ltd,INE560K01014,BSE
RELINFBBPH,RELINFBBPH,-,BSE
SHILPI,Shilpi Cable Technologies Ltd,INE510K01019,BSE
HEGLTDBBPH,HEGLTDBBPH,-,BSE
TCIDEVELOP,TCI Developers Ltd,INE662L01016,BSE
ADSLBBPH,ADSLBBPH,-,BSE
ICSILBBPH,ICSILBBPH,-,BSE
MUTHOOTFIN,Muthoot Finance Ltd,INE414G01012,BSE
PARAPRINT,Paramount Printpackaging Ltd,INE702L01010,BSE
FCONSUMER,Future Consumer Ltd,INE220J01025,BSE
SERVALL,Servalakshmi Paper Ltd,INE431L01016,BSE
INNOIND,Innoventive Industries Ltd,INE549I01011,BSE
TRUEGREEN,True Green Bio Energy Ltd,INE672K01025,BSE
SANGHVIFOR,Sanghvi Forging & Engineering Ltd,INE263L01013,BSE
DRDATSONS,Dr.Datsons Labs Ltd,INE928K01013,BSE
VMS,VMS Industries Ltd,INE932K01015,BSE
TIMBOR,Timbor Home Ltd,INE346L01016,BSE
KARMAENG,Karma Energy Ltd,INE725L01011,BSE
DELPHIFX,Delphi World Money Ltd,INE726L01019,BSE
PVRBBPH,PVRBBPH,            ,BSE
TELEMARINE,Teledata Marine Solutions Ltd,INE473I01014,BSE
BIRLAPAC,Birla Pacific Medspa Ltd,INE341L01017,BSE
RUSHIL,Rushil Decor Ltd,INE573K01025,BSE
ENKEIWHEL,Enkei Wheels (India) Ltd,INE130L01014,BSE
KRIDHANINF,Kridhan Infra Ltd,INE524L01026,BSE
WELGLOB,Welspun Global Brands Ltd,INE390K01016,BSE
ZEEENTBBPH,ZEEENTBBPH,-,BSE
BGLOBAL,Bharatiya Global Infomedia Ltd,INE224M01013,BSE
INVENTURE,Inventure Growth & Securities Ltd,INE878H01024,BSE
